Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ID,Name,Stars,Title,Date,Description
289,0,0.78,0.22,0.7574,0.002079128,0.052758068,0.945162773,289,Vicky,5,Great when paired with a good graphics card,,Paired it with a rtx 3070 and handles everything very well. 40% utilization with full load of GPU. Also great for productivity with 10 cpu cores.
290,0,0.854,0.146,0.9229,0.008629858,0.068981461,0.922388613,290,JoeteckTips,5,These are perfect for office buids,,"I build PCs for clients daily. The core i3-13100 is absolutely perfect.  6 core 12 thread, nothing can beat it for the money. And the client is very happy with its performance.  Can run many different programs at once.The core i3 has changed alot over the years. Used to be dual core, with HT, then quad core not HT, now 6 core 12 thread. Much better value.  Maybe for the 14th gen core i3 they could include 6 P-cores, 2 E-cores, being the same 12 thread CPU,"
291,0,0.256,0.744,0.4404,0.011239867,0.101536252,0.887223899,291,Adrien,5,Rien Ã  signaler,,good product
292,0,0.75,0.25,0.9231,0.002410037,0.017614147,0.979975879,292,Jaime,5,Great CPU,,This CPU is more than enough for any mid-low end PC build and will play well at any game (including AAA games) In fact I think you can definitely save money and go for the 12400f in terms of bang for buck. Loving this CPU and fixed my bottleneck
293,0,1,0,0,0.004256811,0.08408846,0.911654711,293,Amazon Customer,5,Good CPU for Proxmox server,,"20 threads, 30W idle, what else you need?Great CPU for Proxmox sever, tons of power!"
294,0,0.846,0.154,0.8689,0.045555882,0.187028572,0.767415464,294,JJ,5,Great bang for the buck,,"If you need more processor, buy more processor.  However, most web surfer and video viewers will never notice this is a budget CPU.  Modern tech makes this little guys speedy as heck.  It runs games just fine as long as your expectations are super high end 4K gaming at a zillion FPS.  Check youtube for videos.  Great little chip."
295,0,0.7,0.3,0.9377,0.003330898,0.037009664,0.959659457,295,Shadow_the_Wiseman,5,Best Bang for your buck!,,This thing is still rated in the top for gaming processors and has served me well over the past few months. Upgrading my video card now to take advantage of this better as it's creating a bottle neck. Handles VR games like a charm and doesn't struggle with anything I've thrown at it!
296,0,0.89,0.11,0.6369,0.019946504,0.10603831,0.874015152,296,Musicfan,5,Very happy with it,,"The box contained everything I needed to install the processor. It was super-easy to install the process in the new build I did, and everything went perfectly. I am not a performance fiend, so I cannot comment on the performance."
297,0,0.573,0.427,0.8016,0.004258169,0.067002542,0.92873925,297,Excelente vendedor llego tofo rÃ¡pido y en excelente estado,5,Excelente servicio,,It arrived faster than I expected tofo in order and well protected at a very good 
298,0,0.923,0.077,0.4404,0.01522609,0.156533346,0.828240573,298,Xenomorf,5,Not the fastest but solid,,Bought this to replace a burned out chip on my old motherboard. Install was easy (so long as you know what you are doing) and only took a few minutes to get my computer up and running again.
299,0.072,0.826,0.101,0.8465,0.037839767,0.21707496,0.745085239,299,J Hartman,5,Good all around processor,,"I originally got this cause I wanted to try out Intel's p cores/e cores.  Coming from a long time AMD user, this intrigued me.So far, it's got it's ups and downs.  But it seems to be at par with the Ryzen 7 5700g.  Though better in lots of ways....like, being to use either DDR 4 or 5.  Or PCIe 4 or 5, depending on mother board.  While the Ryzen 7 5700g is stuck at PCIe 3.Anyway, I loved it.  But decided to swap with with a i9 14900k.I donated it to a friend along with a few other parts to upgrade her system from an A10 to this.  So far it's been real good to her.The only odd note about this processor and it's IGPU counterpart is, this one have more cache.  While the IGPU version have less cache.  Try to weigh in your options when looking at this over the other.  I picked this due to a tiny drop in price with the added extra cache.  But, it wouldn't be great for my itx rebuild I did later on.  This low powered CPU (compared to a Ryzen 7 5700g) would benefit with the IGPU when going for a plain HTPC build."
300,0.029,0.868,0.103,0.7845,0.022826919,0.164734617,0.812438488,300,Roba66,5,Easy to build a computer with this one.,,"I just assembled a new computer using this processor on a Gigabyte B760 with DDR5 memory. The system came up without a hitch and the BIOS screen appeared very professional. I installed Ubuntu 22.04, the only thing I noticed was a hang when installing 22.04.1, so I had to initially select safe mode. I recommend using 22.04.3 (current) because it probably fixes that issue.With 20 cores total this processor is just a downgraded i5-13600k, I don't overclock anyways so it fits my needs. RAM and the sleep function work perfectly (I had trouble with the competitor's)"
301,0,0.831,0.169,0.7274,0.011129331,0.216249883,0.772620797,301,Simon Green,5,Plenty fast enough without temp issues,,"Plenty fast enough for me, I do some gaming (War Thunder, Cities Skylines, Company of Heroes) and some Stable Diffusion AI artwork and this handles everything.The integrated cooler is small and handles the heat fine, without having to worry about paying for elaborate cooling solutions."
302,0,1,0,0,0.049990837,0.878297389,0.071711786,302,Virgilio Quintana,5,excelente cpu,,"Excelente cpu para juegos, soporta gamas altas de gpu"
303,0,0.94,0.06,0.6369,0.02135304,0.544858575,0.433788359,303,S.S.,5,Enough and has integrated graphics,,Used it in a fresh build on MSI Mortar wifi and Thermalright assassin x. Temps 3x on idle and 5x on load. Has all needed performance and with integrated graphics is all needed. With Gigabyte Eagle RTX 3060 OC got Fortnite Epic run 130fps @1080p and ~90fps @1440p. Black Mesa ultra @1440p got 100-200fps. Single Con: Could be better priced around 130 though. I decided to have this configuration to have the possibilty to upgrade to 13600k sometime later if needed for Graphics render software.
304,0,1,0,0,0.058683526,0.68092376,0.260392725,304,JosÃ©,5,Wipes the floor with gaming and video editing.,,Upgrade from i5-7400 to this. It's night and day.
305,0,0.909,0.091,0.6249,0.001516031,0.050031211,0.948452711,305,the patchwerk boy,5,The PERFECT budget gaming CPU,,"This thing performs neck-and-neck with an i7-12700K at half the power draw, with half the heat. It has become my new go-to for sub-$1000 client gaming system builds. Pairs great with any GPU up to an RTX 4070 or an RX 7800-XT"
306,0.098,0.761,0.14,0.934,0.368480563,0.438738585,0.192780897,306,Marv,5,Bought this processor and a cheap MATX motherboard so I could run MicroSquish Windoze 11,,"So I was stuck on Windows 10 with my LGA 1151 core i7-6700.  This processor at an affordable price more than doubled, maybe tripled my cpu performance while still accepting my older DDR4 3200 ram and m.2 storage.  Also allows me to update my machine to Windows 11 as a 13th gen cpu.  I considered running 8th gen chip in my older mother board by flashing the bios with a coffee lake chip support, but rather than deal with all the isolation on the cpu pins and bios frustration, i opted to spend 60 bucks for a new MATX board and this cpu.  The only complaint I have is the cpu box was clearly opened and I am left wondering if this was dropped into someone else's board at some point and returned.  I don't like that when the product is being advertised as new.  The seller was Amazon LLC too so I am not sure what is going on with that.  I have half a mind to return it for a replacement but alas it is installed and seems to be running fine so I really don't want to pack it up and ship it back.  My chip runs pretty cool with the stock fan, 3d mark cpu stress tests never took it above 71C but that fan sure kicked in when the cpu was running at 100% utilization.  At idle on my computer the chip purrs along at 30-35C with the fan running somewhere around 40%.  All in all a good purchase to get my machine ready for Win 11.  Will work for a budget gaming build but expect to pay a little more for a good GPU."
307,0,0.757,0.243,0.7729,0.013977698,0.130141333,0.855881035,307,CoolGuyMan64,5,pretty good,,"little expensive on amazon, i would buy it from newegg if you dont need the next day delivery. but the cpu works fine and was handled with care"
308,0,0.71,0.29,0.8395,0.002397976,0.031600945,0.966001034,308,Carlos Agreda,5,"Bueno, bonito y barato",,"It is the right processor, good performance for most of the current applications at an excellent price, it works for gamer or productivity assembly, recommended!!"
309,0.11,0.778,0.112,0.0108,0.507940531,0.471065581,0.020993901,309,Amazon Customer,5,"works fine, thanks",,By default it may not boost to its marketing frequency. I had to increase power limit in motherboard settings.
310,0,0.775,0.225,0.7264,0.003215156,0.075746074,0.921038747,310,David Porras,5,"Va bastante bien, es un guerrero",,"The youngest of his family and he defends himself very well, he goes perfect with an RTX 3060 12GB and all in ULTRA"
311,0,0.213,0.787,0.5719,0.017857637,0.154092342,0.828050017,311,Renso B.,5,Excelente,,Excellent product
312,0,0.238,0.762,0.7506,0.002284901,0.019069668,0.978645444,312,M D 11,5,Processor,,works wonderfully thank you
313,0.15,0.55,0.3,0.7096,0.001802164,0.010635751,0.98756206,313,Brandon,5,Amazing for the Price!,,"I upgraded from an i7-7700k to this and its amazing, perfect for gaming and stays cool. I have no issues or complaints what so ever."
314,0,0.7,0.3,0.6468,0.001205795,0.009211965,0.9895823,314,Aserofth,5,Great Quality!,,All I can say is that I'm very happy with my purchase!
315,0,1,0,0,0.072732687,0.810812831,0.116454512,315,Deivid,5,Cool,,"Procesador con muy buen rendimiento, al realizar tareas pesadas se comporta muy bien. Buen rendimiento."
316,0.055,0.751,0.194,0.6586,0.006343785,0.073000371,0.920655847,316,Cohen,5,Good price/performance.,,"Couldn't recommend more for gaming, plenty of head room on the titles I enjoy. 10 cores in total being plenty for most games, with applications running in the background like streaming and playing music."
317,0,0.745,0.255,0.34,0.012497449,0.393917173,0.593585372,317,Hamilton Lewis,5,Calidad precio,,Performs as expected both for play and work
318,0,0.73,0.27,0.5719,0.00243398,0.047947202,0.949618816,318,valleychick70,5,Good,,My son needed this to build his PC gaming system. Perfect.
319,0,1,0,0,0.109749928,0.516521573,0.373728484,319,Jerry,5,Itâs alive!!!,,"The media could not be loaded.
                



It works as intended 10/10"
320,0,0.427,0.573,0.8555,0.001688506,0.011392822,0.986918628,320,MIKE DURAN,5,EXCELENTE PRODUCTO,,Congratulations on this product. It was an excellent investment. Recommended
321,0,0,1,0.6249,0.058178503,0.308300138,0.633521318,321,Hugo Ochoa,5,"Gran Rendimieno, Bajo consumo",,great
322,0.019,0.789,0.191,0.9402,0.034047116,0.273987442,0.691965461,322,Jason,5,Underrated price to performance,,"This cpu is in the perfect spot. Itâs not like the 13400f that doesnât include an iGPU, but itâs not as high end as the 13600k, itâs perfectly in the middle of the two.My advice is if this cpu drops in price where itâs valuable enough, go ahead and pick it up. But if itâs almost the same price as the 13600k, then please go with that one."
323,0.055,0.898,0.047,-0.0772,0.092658505,0.804729998,0.102611497,323,thebaldkid,5,10 CORES FOR HOW MUCH?!?,,"Device name xxxxProcessor 13th Gen Intel(R) Core(TM) i5-13400F  2.50 GHzInstalled RAM 32.0 GB (31.8 GB usable)Device ID 7Cxxx0DF-xxx8-4563-9105-xxxxxxxxProduct ID 00xx2xxxx031-299xx60-xxx5xSystem type 64-bit operating system, x64-based processor3 months and no blue-screens.Barely gets warm under load with stock Laminar cooler."
324,0,1,0,0,0.067632899,0.773677707,0.158689454,324,Quentin Blanchard,5,Efficient Little Powerhouse,,"Does everything I need it to do and then some, all while drawing less than 100 watts."
325,0,0.86,0.14,0.8225,0.002405433,0.026495453,0.971099138,325,Jayden Valentine,5,Great processor,,Im suuuuuper new to building pc's so it was my first time ever doing this.Very easy to figure how it goes into the motherboard with these little arrows on the corner. And also it is realllyy powerful for what it is it can handle all the way up to the 4070 ti which is verrry good
