Name,Stars,Title,Date,Description
Aserofth,5,Great Quality!,N/A,All I can say is that I'm very happy with my purchase!
Deivid,5,Cool,N/A,"Procesador con muy buen rendimiento, al realizar tareas pesadas se comporta muy bien. Buen rendimiento."
,,,,
Cohen,5,Good price/performance.,N/A,"Couldn't recommend more for gaming, plenty of head room on the titles I enjoy. 10 cores in total being plenty for most games, with applications running in the background like streaming and playing music."
Hamilton Lewis,5,Calidad precio,N/A,Performs as expected both for play and work
valleychick70,5,Good,N/A,My son needed this to build his PC gaming system. Perfect.
Jerry,5,It’s alive!!!,N/A,"The media could not be loaded.
                



It works as intended 10/10"
MIKE DURAN,5,EXCELENTE PRODUCTO,N/A,Congratulations on this product. It was an excellent investment. Recommended
Hugo Ochoa,5,"Gran Rendimieno, Bajo consumo",N/A,great
Jason,5,Underrated price to performance,N/A,"This cpu is in the perfect spot. It’s not like the 13400f that doesn’t include an iGPU, but it’s not as high end as the 13600k, it’s perfectly in the middle of the two.My advice is if this cpu drops in price where it’s valuable enough, go ahead and pick it up. But if it’s almost the same price as the 13600k, then please go with that one."
thebaldkid,5,10 CORES FOR HOW MUCH?!?,N/A,"Device name xxxxProcessor 13th Gen Intel(R) Core(TM) i5-13400F  2.50 GHzInstalled RAM 32.0 GB (31.8 GB usable)Device ID 7Cxxx0DF-xxx8-4563-9105-xxxxxxxxProduct ID 00xx2xxxx031-299xx60-xxx5xSystem type 64-bit operating system, x64-based processor3 months and no blue-screens.Barely gets warm under load with stock Laminar cooler."
Quentin Blanchard,5,Efficient Little Powerhouse,N/A,"Does everything I need it to do and then some, all while drawing less than 100 watts."
Jayden Valentine,5,Great processor,N/A,Im suuuuuper new to building pc's so it was my first time ever doing this.Very easy to figure how it goes into the motherboard with these little arrows on the corner. And also it is realllyy powerful for what it is it can handle all the way up to the 4070 ti which is verrry good
Wes,5,Works great,N/A,This is part of a system rebuild I did. It makes a very noticeable improvement in speed and capacity.
Maritza Jacqueline Juárez Mejía,5,Excelente Procesador,N/A,Excellent recommended full processor worked perfect for me in my low-end build
LUIS FERNANDO DIAZ GOMEZ,5,INTEL I5 13400F,N/A,"I read everything well and it works optimally, thank you"
MIKE DURAN,5,EXCELENTE PRODUCTO,N/A,Congratulations on this product. It was an excellent investment. Recommended
,,,,
Jason,5,Underrated price to performance,N/A,"This cpu is in the perfect spot. It’s not like the 13400f that doesn’t include an iGPU, but it’s not as high end as the 13600k, it’s perfectly in the middle of the two.My advice is if this cpu drops in price where it’s valuable enough, go ahead and pick it up. But if it’s almost the same price as the 13600k, then please go with that one."
thebaldkid,5,10 CORES FOR HOW MUCH?!?,N/A,"Device name xxxxProcessor 13th Gen Intel(R) Core(TM) i5-13400F  2.50 GHzInstalled RAM 32.0 GB (31.8 GB usable)Device ID 7Cxxx0DF-xxx8-4563-9105-xxxxxxxxProduct ID 00xx2xxxx031-299xx60-xxx5xSystem type 64-bit operating system, x64-based processor3 months and no blue-screens.Barely gets warm under load with stock Laminar cooler."
Quentin Blanchard,5,Efficient Little Powerhouse,N/A,"Does everything I need it to do and then some, all while drawing less than 100 watts."
Jayden Valentine,5,Great processor,N/A,Im suuuuuper new to building pc's so it was my first time ever doing this.Very easy to figure how it goes into the motherboard with these little arrows on the corner. And also it is realllyy powerful for what it is it can handle all the way up to the 4070 ti which is verrry good
Wes,5,Works great,N/A,This is part of a system rebuild I did. It makes a very noticeable improvement in speed and capacity.
Maritza Jacqueline Juárez Mejía,5,Excelente Procesador,N/A,Excellent recommended full processor worked perfect for me in my low-end build
LUIS FERNANDO DIAZ GOMEZ,5,INTEL I5 13400F,N/A,"I read everything well and it works optimally, thank you"
Jhonnatan Poloche,5,Mejor de lo que esperaba,N/A,It works better than I expected although I 
Roelvis De La Rosa,5,Excelente,N/A,"Good protection and care of the item, I recommend it."
Manuel,5,Exelent CPU,N/A,No issues with the speed but the stock cooler is no good in some more new games but other than that an exelent processor for mid range pc.
The Mighty Favog,5,It is doing what it is supposed to do,N/A,I bought it for its ability to transcode video files and it is working great.
This product has been awesome.,5,Core i5,N/A,I like it
Ehren,5,This is a good mid range cpu,N/A,For the price this is an amazing mid to high range cpu. I’ve had this for a few weeks now and it works great.
Amazon Customer,5,Probably more than you need,N/A,"This really handles gaming well, look up bottle neck calculator online…. Match it with some GPUs you may be quite surprised of what it is capable of. Works great with my rtx3080. Yea I like it. :)"
Joseph R.,5,The chip to buy for itx builds.,N/A,This is the ideal choice for tight quarter ITX builds. It is easily cooled. I’m running it in the Fractal Ridge.
Andrew C.,5,It’s a processor,N/A,It shipped timely. Works as it should
Martin J. Rosenstein,5,peppy,N/A,"used item in very good shape, with very easy install and very good performance at a good price.  winner"
,,,,
Diego,1,Pésimo control de calidad y no solucionan nada,N/A,"The product arrived defectiveIt doesn't work, it was installed on the board and doesn't give video, it arrived dead, I think it's very bad that Amazon doesn't have quality control in its productsIt's a headache to return it and when you ask nobody knows anything, nobody solves anything"
Cameron,1,Sent a used product,N/A,Sent a used CPU box said “thanks to you this product has a new life”No where does it say this is used product
Marc Levy,1,Check before installing,N/A,"I received this CPU in the Intel box, but the plastic holder was loose inside the box.I thought it just came loose, so didn't worry about it. After opening:1. There was no marking on the top of the CPU  - there were scratches, looked like someone had scrubbed off thermal paste.2. There was thermal paste residue in the plastic packaging, and noticed a small amount of thermal paste on the CPU connections.I did not attempt to install - returned it right away, and ordered a replacement. It looked like a genuine product, but was probably a return, not new.Be sure to thoroughly check this product before installing."
Bhouse,1,GARBAGE!,N/A,STILL FIGHTING FOR OUT REFUND! ITEM WAS NOT IN BOX WHEN SHIPPED!!
Jacob Neel,1,Failed after one year of use,N/A,"One year later, this CPU has completely failed. Not an issue with any other of my components, everything else is working fine with including PSU with a new CPU. Very disappointed in the quality control from Intel on this chip. It's had very low temperatures from a large liquid cooler its entire life."
Ramil Garaev,1,The process doesn't work.,N/A,The return window closed and the processor stopped working. Negotiations with the manufacturer have not yet led to anything. Intel wants me to test the processor myself. Brilliant proposal.A large company that cannot quickly and efficiently resolve the issue of returns.
Jona Villanueva,1,DEFECTIVE!!!,N/A,came in with the sticker void peeled but when i opened the box it looked new so i installed it. Motherboard lit red saying has a problem with CPU so i reinstalled it again see if the pins are bent and reseated cpu again. lit red again so i bought another CPU and installed it and it worked.
R.Capatina,1,Open box,N/A,Received in an unsealed box and already used.
sean gallagher,1,1 star for everything i got the package got the cpu box but the seal was broken and no cpu,N/A,i was waiting to install the cpu well i got the cpu box the seal was broken and no cpu was in the box
Amazon Customer,1,CPU received appears to have been used,N/A,Received relatively quick. The issue was there was a stain on the CPU die which I can only assume is thermal paste that has not been removed. The stickers on the box also appears suspect. Requested a return.
Mike S.,1,The CPU did not work,N/A,Hired someone to help me and the CPU did not work at all.  Kept trying but it would not work. Returning and waiting for refund.Had to hire someone again to help.  Had to pay $20.00 to ship it back.  Not good.  Have already spent so much money.  Shouldn't have to spend $20.00 for defective product.
